name,url,cr,type,size,ac,hp,align,legendary,source,release_date,str,dex,con,int,wis,cha,fly_speed,swim_speed,type_grouped,align_grouped,source_grouped
winged-kobold,https://www.aidedd.org/dnd/monstres.php?vo=winged-kobold,0.25,humanoid (kobold),Small,13,7,lawful evil,0,Monster Manual (BR),03/07/2014,7.0,16.0,9.0,8.0,7.0,8.0,1,0,humanoid,Evil,Monster Manual (BR)
winter-eladrin,,10.0,fey (elf),Medium,19,127,chaotic neutral,0,Mordenkainen's Tome of Foes,29/05/2018,11.0,10.0,16.0,18.0,17.0,13.0,0,0,fey,Neutral,Mordenkainen's Tome of Foes
winter-wolf,https://www.aidedd.org/dnd/monstres.php?vo=winter-wolf,3.0,monstrosity,Large,13,75,neutral evil,0,Monster Manual (SRD),12/01/2016,18.0,13.0,14.0,7.0,12.0,8.0,0,0,monstrosity,Evil,Monster Manual (SRD)
wolf,https://www.aidedd.org/dnd/monstres.php?vo=wolf,0.25,beast,Medium,13,11,unaligned,0,Monster Manual (SRD),12/01/2016,12.0,15.0,12.0,3.0,12.0,6.0,0,0,beast,Unaligned,Monster Manual (SRD)
wood-woad,,5.0,plant,Medium,18,75,lawful neutral,0,Volo's Guide to Monsters,15/11/2016,18.0,12.0,16.0,10.0,13.0,8.0,0,0,plant,Neutral,Volo's Guide to Monsters
worg,https://www.aidedd.org/dnd/monstres.php?vo=worg,0.5,monstrosity,Large,13,26,neutral evil,0,Monster Manual (SRD),12/01/2016,16.0,13.0,13.0,7.0,11.0,8.0,0,0,monstrosity,Evil,Monster Manual (SRD)
wraith,https://www.aidedd.org/dnd/monstres.php?vo=wraith,5.0,undead,Medium,13,67,neutral evil,0,Monster Manual (SRD),12/01/2016,6.0,16.0,16.0,12.0,14.0,15.0,1,0,undead,Evil,Monster Manual (SRD)
wyvern,https://www.aidedd.org/dnd/monstres.php?vo=wyvern,6.0,dragon,Large,13,110,unaligned,0,Monster Manual (SRD),12/01/2016,19.0,10.0,16.0,5.0,12.0,6.0,1,0,dragon,Unaligned,Monster Manual (SRD)
xorn,https://www.aidedd.org/dnd/monstres.php?vo=xorn,5.0,elemental,Medium,19,73,neutral,0,Monster Manual (SRD),12/01/2016,17.0,10.0,22.0,11.0,10.0,11.0,0,0,elemental,Neutral,Monster Manual (SRD)
xvart,,0.125,humanoid (xvart),Small,13,7,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,8.0,14.0,10.0,8.0,7.0,7.0,0,0,humanoid,Evil,Volo's Guide to Monsters
xvart-warlock-of-raxivort,,1.0,humanoid (xvart),Small,12,22,chaotic evil,0,Volo's Guide to Monsters,15/11/2016,8.0,14.0,12.0,8.0,11.0,12.0,0,0,humanoid,Evil,Volo's Guide to Monsters
yagnoloth,,11.0,fiend (yugoloth),Large,17,147,neutral evil,0,Mordenkainen's Tome of Foes,29/05/2018,19.0,14.0,21.0,16.0,15.0,18.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
yan-c-bin,,18.0,elemental,Huge,22,283,neutral evil,0,Adventures (Princes of the Apocalypse),07/04/2015,18.0,24.0,24.0,16.0,21.0,23.0,1,0,elemental,Evil,Adventures
yeenoghu,,24.0,fiend (demon),Huge,20,333,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,29.0,16.0,23.0,15.0,24.0,15.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
yellow-musk-creeper,,2.0,plant,Medium,6,60,unaligned,0,Adventures (Tomb of Annihilation),19/09/2017,12.0,3.0,12.0,1.0,10.0,3.0,0,0,plant,Unaligned,Adventures
yellow-musk-zombie,,0.25,undead,Medium,9,33,unaligned,0,Adventures (Tomb of Annihilation),19/09/2017,13.0,9.0,12.0,1.0,6.0,3.0,0,0,undead,Unaligned,Adventures
yeth-hound,,4.0,fey,Large,14,51,neutral evil,0,Volo's Guide to Monsters,15/11/2016,18.0,17.0,16.0,5.0,12.0,7.0,1,0,fey,Evil,Volo's Guide to Monsters
yeti,https://www.aidedd.org/dnd/monstres.php?vo=yeti,3.0,monstrosity,Large,12,51,chaotic evil,0,Monster Manual (SRD),12/01/2016,18.0,13.0,16.0,8.0,12.0,7.0,0,0,monstrosity,Evil,Monster Manual (SRD)
yochlol,,10.0,"fiend (demon, shapechanger)",Medium,15,136,chaotic evil,0,Monster Manual,30/09/2014,15.0,14.0,18.0,13.0,15.0,15.0,0,0,fiend,Evil,Monster Manual
young-black-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-black-dragon,7.0,dragon,Large,18,127,chaotic evil,0,Monster Manual (SRD),12/01/2016,19.0,14.0,17.0,12.0,11.0,15.0,1,1,dragon,Evil,Monster Manual (SRD)
young-blue-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-blue-dragon,9.0,dragon,Large,18,152,lawful evil,0,Monster Manual (SRD),12/01/2016,21.0,10.0,19.0,14.0,13.0,17.0,1,0,dragon,Evil,Monster Manual (SRD)
young-brass-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-brass-dragon,6.0,dragon,Large,17,110,chaotic good,0,Monster Manual (SRD),12/01/2016,19.0,10.0,17.0,12.0,11.0,15.0,1,0,dragon,Good,Monster Manual (SRD)
young-bronze-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-bronze-dragon,8.0,dragon,Large,18,142,lawful good,0,Monster Manual (SRD),12/01/2016,21.0,10.0,19.0,14.0,13.0,17.0,1,1,dragon,Good,Monster Manual (SRD)
young-copper-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-copper-dragon,7.0,dragon,Large,17,119,chaotic good,0,Monster Manual (SRD),12/01/2016,19.0,12.0,17.0,16.0,13.0,15.0,1,0,dragon,Good,Monster Manual (SRD)
young-gold-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-gold-dragon,10.0,dragon,Large,18,178,lawful good,0,Monster Manual (SRD),12/01/2016,23.0,14.0,21.0,16.0,13.0,20.0,1,1,dragon,Good,Monster Manual (SRD)
young-green-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-green-dragon,8.0,dragon,Large,18,136,lawful evil,0,Monster Manual (SRD),12/01/2016,19.0,12.0,17.0,16.0,13.0,15.0,1,1,dragon,Evil,Monster Manual (SRD)
young-kruthik,,0.125,monstrosity,Small,16,9,unaligned,0,Mordenkainen's Tome of Foes,29/05/2018,13.0,16.0,13.0,4.0,10.0,6.0,0,0,monstrosity,Unaligned,Mordenkainen's Tome of Foes
young-red-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-red-dragon,10.0,dragon,Large,18,178,chaotic evil,0,Monster Manual (SRD),12/01/2016,23.0,10.0,21.0,14.0,11.0,19.0,1,0,dragon,Evil,Monster Manual (SRD)
young-red-shadow-dragon,,13.0,dragon,Large,18,178,chaotic evil,0,Monster Manual,30/09/2014,23.0,10.0,21.0,14.0,11.0,19.0,1,0,dragon,Evil,Monster Manual
young-remorhaz,,5.0,monstrosity,Large,14,93,unaligned,0,Monster Manual,30/09/2014,18.0,13.0,17.0,3.0,10.0,4.0,0,0,monstrosity,Unaligned,Monster Manual
young-silver-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-silver-dragon,9.0,dragon,Large,18,168,lawful good,0,Monster Manual (SRD),12/01/2016,23.0,10.0,21.0,14.0,11.0,19.0,1,0,dragon,Good,Monster Manual (SRD)
young-white-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-white-dragon,6.0,dragon,Large,17,133,chaotic evil,0,Monster Manual (SRD),12/01/2016,18.0,10.0,18.0,6.0,11.0,12.0,1,1,dragon,Evil,Monster Manual (SRD)
yuan-ti-abomination,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-abomination,7.0,"monstrosity (shapechanger, yuan-ti)",Large,15,127,neutral evil,0,Monster Manual (BR),03/07/2014,19.0,16.0,17.0,17.0,15.0,18.0,0,0,monstrosity,Evil,Monster Manual (BR)
yuan-ti-anathema,,12.0,"monstrosity (shapechanger, yuan-ti)",Huge,16,189,neutral evil,0,Volo's Guide to Monsters,15/11/2016,23.0,13.0,19.0,19.0,17.0,20.0,0,1,monstrosity,Evil,Volo's Guide to Monsters
yuan-ti-broodguard,,2.0,humanoid (yuan-ti),Medium,14,45,neutral evil,0,Volo's Guide to Monsters,15/11/2016,15.0,14.0,14.0,6.0,11.0,4.0,0,0,humanoid,Evil,Volo's Guide to Monsters
yuan-ti-malison,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-malison,3.0,"monstrosity (shapechanger, yuan-ti)",Medium,12,66,neutral evil,0,Monster Manual (BR),03/07/2014,16.0,14.0,13.0,14.0,12.0,16.0,0,0,monstrosity,Evil,Monster Manual (BR)
yuan-ti-mind-whisperer,,4.0,"monstrosity (shapechanger, yuan-ti)",Medium,14,71,neutral evil,0,Volo's Guide to Monsters,15/11/2016,16.0,14.0,13.0,14.0,14.0,16.0,0,0,monstrosity,Evil,Volo's Guide to Monsters
yuan-ti-nightmare-speaker,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-nightmare-speaker,4.0,"monstrosity (shapechanger, yuan-ti)",Medium,14,71,neutral evil,0,Volo's Guide to Monsters,15/11/2016,16.0,14.0,13.0,14.0,12.0,16.0,0,0,monstrosity,Evil,Volo's Guide to Monsters
yuan-ti-pit-master,,5.0,"monstrosity (shapechanger, yuan-ti)",Medium,14,88,neutral evil,0,Volo's Guide to Monsters,15/11/2016,16.0,14.0,13.0,14.0,12.0,16.0,0,0,monstrosity,Evil,Volo's Guide to Monsters
yuan-ti-pureblood,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-pureblood,1.0,humanoid (yuan-ti),Medium,11,40,neutral evil,0,Monster Manual (BR),03/07/2014,11.0,12.0,11.0,13.0,12.0,14.0,0,0,humanoid,Evil,Monster Manual (BR)
zaratan,,22.0,elemental,Gargantuan,21,307,neutral,0,Mordenkainen's Tome of Foes,29/05/2018,30.0,10.0,30.0,2.0,21.0,18.0,0,1,elemental,Neutral,Mordenkainen's Tome of Foes
zariel,https://www.aidedd.org/dnd/monstres.php?vo=zariel,26.0,fiend (devil),Large,21,580,lawful evil,1,Mordenkainen's Tome of Foes,29/05/2018,27.0,24.0,28.0,26.0,27.0,30.0,1,0,fiend,Evil,Mordenkainen's Tome of Foes
zombie,https://www.aidedd.org/dnd/monstres.php?vo=zombie,0.25,undead,Medium,8,22,neutral evil,0,Monster Manual (SRD),12/01/2016,13.0,6.0,16.0,3.0,6.0,5.0,0,0,undead,Evil,Monster Manual (SRD)
zuggtmoy,,23.0,fiend (demon),Large,18,304,chaotic evil,0,Mordenkainen's Tome of Foes,29/05/2018,22.0,15.0,18.0,20.0,19.0,24.0,0,0,fiend,Evil,Mordenkainen's Tome of Foes
